Known As,Full Name,Overall,Value(in Euro),Positions Played,Best Position,Nationality,Age,Height(in cm),Weight(in kg),BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total
W. Swan,Will Swan,56,350000,ST,ST,England,21,182,75,292,Mansfield Town,7000,0,SUB,2023,26,2019,TRUE,Right,2,2,1,-,-,-,High,Low,70,56,38,56,18,54
R. O'Kane,Ryan O'Kane,56,325000,RM,CAM,Republic of Ireland,18,168,59,289,Dundalk FC,500,707000,LM,2023,28,2021,-,Right,2,3,1,-,-,-,Medium,Medium,68,52,47,61,28,33
A. Przybek,Adam Przybek,56,275000,GK,GK,Wales,22,188,78,309,Walsall,2000,536000,SUB,2023,31,2022,-,Right,3,1,1,-,-,-,Medium,Medium,58,57,55,55,29,55
J. Louchet,Jean Louchet,56,150000,GK,GK,France,26,190,73,303,Chamois Niortais Football Club,950,274000,SUB,2023,16,2021,-,Right,2,1,1,-,-,-,Medium,Medium,53,49,62,60,21,58
Kim Dae Woo,Dae Woo Kim,56,325000,CM,CDM,Korea Republic,21,179,78,334,Gangwon FC,1000,471000,SUB,2022,5,2021,-,Right,3,2,1,-,-,-,Medium,Medium,60,41,53,59,54,67
Kang Yun Seong,Yun Seong Kang,56,200000,"RB,CM,RWB",CM,Korea Republic,25,172,65,328,Sangju Sangmu FC,1000,0,SUB,2023,32,2019,TRUE,Right,3,2,1,-,-,-,High,Medium,61,49,56,55,47,60
M. Rabuel,Mattéo Rabuel,56,300000,CB,CB,France,22,180,73,274,Valenciennes FC,900,585000,SUB,2023,37,2022,-,Right,3,2,1,-,-,-,Medium,Medium,57,27,37,40,58,55
M. Weiß,Max Weiß,56,350000,GK,GK,Germany,18,194,83,313,Karlsruher SC,500,910000,SUB,2026,29,2022,-,Right,2,1,1,-,-,-,Medium,Medium,60,57,58,64,26,48
C. Paraco,Carlos Paraco,56,350000,LM,CAM,Venezuela,18,175,67,299,Deportivo Táchira FC,500,971000,RES,2027,34,2022,-,Right,3,2,1,-,-,-,Medium,High,68,49,50,61,28,43
M. Adebowale,Manny Adebowale,56,170000,"CB,RB",CB,England,24,196,85,267,Crawley Town,2000,310000,RES,2023,17,2020,-,Right,2,2,1,-,-,-,Medium,Low,53,22,36,37,55,64
Rahul KP,Rahul Kannoly Praveen,56,325000,"RM,LM",RW,India,22,167,64,326,Kerala Blasters FC,500,504000,LM,2025,17,2019,-,Right,4,2,1,-,-,-,Medium,Medium,89,52,45,58,35,47
D. Idehen,Duncan Idehen,56,325000,CB,CB,England,19,185,77,287,Carlisle United,3000,0,SUB,2023,33,2022,TRUE,Left,2,2,1,-,-,-,Medium,Medium,70,24,32,40,56,65
I. Vik,Isak Kjelsrud Vik,56,325000,CB,CB,Norway,19,188,80,291,Tromsø IL,500,609000,SUB,2023,26,2020,-,Right,2,2,1,-,-,-,Medium,Medium,62,29,45,42,56,57
Xu Tianyuan,Tianyuan Xu,56,180000,"RM,LM,RW",ST,China PR,25,181,73,310,Hebei FC,2000,293000,LM,2025,7,2017,-,Left,4,2,1,-,-,-,Medium,Medium,75,55,41,59,23,57
C. Horneman,Charly Horneman Horneman,56,350000,"RW,LW",RM,Denmark,18,184,65,306,Odense Boldklub,1000,656000,SUB,2026,21,2022,-,Right,4,2,1,-,-,-,High,Medium,85,48,44,59,22,48
K. Rad,Kaveh Rad,56,325000,CB,CB,United States,21,185,74,280,Sporting Kansas City,900,536000,SUB,2022,48,2021,-,Right,3,2,1,-,-,-,Medium,Medium,56,31,37,37,56,63
D. Sür,Devin Sür,56,325000,"LW,ST,RW",LM,Germany,18,179,67,321,TSV 1860 München,500,536000,RES,2024,23,2022,-,Left,3,2,1,-,-,-,High,Medium,67,50,52,60,37,55
A. Jadhav,Aniket Jadhav,56,325000,"LM,RM",RM,India,21,174,72,331,SC East Bengal FC,500,504000,SUB,2024,7,2022,-,Right,4,2,1,-,-,-,High,Medium,83,52,48,56,28,64
N. Hahne,Nils Hahne,56,325000,GK,GK,Germany,18,190,83,306,DSC Arminia Bielefeld,500,723000,RES,2023,40,2022,-,Right,3,1,1,-,-,-,Medium,Medium,56,56,52,60,30,52
M. Burman,Marcus Burman,56,190000,CAM,CAM,Sweden,25,180,73,324,GIF Sundsvall,650,252000,SUB,2024,16,2022,-,Right,3,3,1,-,-,-,Medium,Medium,64,49,54,57,46,54
R. Singh,Roshan Singh,56,300000,"LB,RB",LM,India,23,172,68,339,Bengaluru FC,500,465000,LB,2026,32,2020,-,Left,4,2,1,-,-,-,High,Medium,71,49,55,59,48,57
E. Danso,Emmanuel Danso,56,350000,CM,CAM,Ghana,21,170,63,315,Strømsgodset IF,650,508000,SUB,2024,20,2022,-,Right,4,3,1,-,-,-,Medium,Medium,72,37,57,63,46,40
A. Bayew,Adisu Bayew,56,275000,LM,RM,Australia,20,175,67,314,Western United FC,550,399000,SUB,2023,31,2021,-,Right,3,2,1,-,-,-,High,Low,86,53,44,62,26,43
Ó. Coronel,Óscar Coronel,56,375000,ST,ST,Paraguay,18,182,76,286,Club Sol de América,500,1000000,ST,2024,22,2022,-,Left,3,2,1,-,-,-,High,Low,63,57,39,53,17,57
P. Chrupalla,Pawel Chrupalla,56,325000,"LWB,RW",LM,Norway,19,180,72,333,Kristiansund BK,650,0,RES,2023,27,2022,TRUE,Left,3,2,1,-,-,-,High,Medium,67,51,50,58,50,57
G. Saro,Gianluca Saro,56,275000,GK,GK,Italy,22,190,86,307,US Cremonese,1000,550000,RES,2024,13,2022,-,Right,3,1,1,-,-,-,Medium,Medium,56,62,59,58,21,51
N. Almas,Naif Almas,56,300000,CB,CB,Saudi Arabia,22,177,73,281,Al Fayha,3000,555000,RES,2025,5,2022,-,Right,3,2,1,-,-,-,Medium,Medium,62,26,34,37,55,67
J. Erabi,Jusef Erabi,56,375000,ST,ST,Sweden,19,183,84,312,Hammarby IF,800,703000,SUB,2024,19,2021,-,Right,3,2,1,-,-,-,Medium,Medium,70,54,46,56,25,61
T. Sparrow,Tom Sparrow,56,375000,"CM,RM,RWB",CAM,Wales,19,177,74,324,Stoke City,3000,947000,RES,2023,39,2020,-,Right,2,2,1,-,-,-,Medium,Medium,61,46,54,60,50,53
F. Liivak,Frank Liivak,56,180000,ST,ST,Estonia,25,185,79,290,Sligo Rovers,550,293000,RM,2022,10,2022,-,Right,5,2,1,-,-,-,High,Low,53,57,47,54,27,52
C. Caton,Charlie Caton,56,300000,ST,ST,Wales,19,182,72,323,Shrewsbury Town,1000,585000,SUB,2023,19,2020,-,Left,2,2,1,-,-,-,Medium,Medium,74,54,47,57,34,57
Lee Gi Hyeok,Gi Hyeok Lee,56,300000,"RM,CM,RWB",RM,Korea Republic,21,184,76,324,Suwon FC,1000,435000,RES,2022,23,2021,-,Right,3,3,1,-,-,-,High,Medium,65,42,50,54,46,67
J. Kerr,Josh Kerr,56,200000,"CB,RB",CB,Scotland,24,178,70,283,Bohemian FC,500,325000,SUB,2023,2,2022,-,Right,3,2,1,-,-,-,Medium,High,46,31,40,53,58,55
J. Davis,Jayden Davis,56,275000,RW,RM,England,20,178,73,306,Crawley Town,2000,536000,SUB,2023,18,2022,-,Right,2,2,1,-,-,-,Medium,Medium,79,49,48,59,28,43
D. Meddah,Daylam Meddah,56,350000,CM,CAM,France,19,187,78,342,FC Sochaux-Montbéliard,750,831000,RES,2025,19,2022,-,Right,3,2,1,-,-,-,Medium,Medium,67,47,55,62,49,62
G. Kumar,Gurjinder Kumar,56,100000,LB,LB,India,31,178,77,326,NorthEast United FC,500,135000,LB,2023,5,2020,-,Left,3,2,1,-,-,-,High,Medium,68,46,41,51,53,67
C. Jennings,Cal Jennings,56,210000,ST,ST,United States,25,180,75,286,Los Angeles FC,1000,331000,RES,2026,26,2021,-,Right,2,2,1,-,-,-,High,Medium,69,58,36,53,18,52
S. Singh,Sandeep Singh,56,150000,"RB,CB",RB,India,27,175,73,311,Kerala Blasters FC,500,214000,SUB,2025,3,2020,-,Right,3,2,1,-,-,-,Medium,Medium,67,31,42,50,54,67
B. Souare,Baba Oulen Souare,56,300000,CB,CB,Switzerland,23,194,86,268,Servette FC,2000,495000,RES,2024,21,2022,-,Left,2,2,1,-,-,-,Low,Medium,51,26,34,32,55,70
Shang Yin,Yin Shang,56,90000,RW,RM,China PR,33,177,73,333,Dalian Professional Football Club,2000,140000,SUB,2022,23,2022,-,Right,3,2,1,-,-,-,High,Medium,72,43,50,61,45,62
M. Hatch,Matt Hatch,56,300000,"LB,LM",LM,Australia,21,180,75,339,Perth Glory,700,435000,SUB,2024,25,2022,-,Left,3,2,1,-,-,-,High,Medium,92,44,41,55,48,59
K. Seven,Kadir Seven,56,325000,CB,CB,Turkey,19,184,78,278,GZT Giresunspor,1000,699000,SUB,2027,50,2022,-,Left,3,2,1,-,-,-,Low,High,57,30,36,39,57,59
Y. Maronne,Yanis Maronne,56,275000,GK,GK,France,20,183,75,309,Chamois Niortais Football Club,600,536000,RES,2023,30,2020,-,Right,2,1,1,-,-,-,Medium,Medium,52,60,53,57,29,58
M. Woltman,Max Woltman,56,375000,"ST,LW",ST,England,18,178,67,295,Doncaster Rovers,6000,0,RES,2023,18,2022,TRUE,Right,3,2,1,-,-,-,Medium,Low,67,54,47,59,21,47
M. Kourouma,Mustafa Kourouma,56,325000,CB,CB,Germany,19,183,77,307,Rot-Weiß Essen,550,674000,SUB,2025,16,2022,-,Right,2,2,1,-,-,-,Medium,Medium,75,31,39,46,56,60
A. Matuq,Abdullah Matuq,56,350000,"RW,ST,CF",RM,Saudi Arabia,19,175,70,318,Al Shabab,3000,814000,RES,2026,37,2019,-,Right,3,2,1,-,-,-,Medium,Low,83,51,46,56,23,59
M. O'Neill,Mikey O'Neill,56,350000,"CAM,ST",CAM,England,18,184,70,304,Preston North End,2000,884000,SUB,2024,39,2022,-,Right,3,3,1,-,-,-,High,Medium,67,58,50,60,24,45
Chen Quanjiang,Quanjiang Chen,56,300000,RB,RB,China PR,21,175,63,299,Guangzhou FC,1000,525000,SUB,2022,4,2022,-,Right,3,2,1,-,-,-,Medium,Medium,81,25,39,51,53,50
L. Khawlhring,Lalthathanga Khawlhring,56,220000,"CM,CDM,LM",CDM,India,24,165,69,335,Kerala Blasters FC,500,341000,SUB,2023,7,2020,-,Left,3,2,1,-,-,-,Medium,Medium,63,44,54,61,51,62
A. Lô,Aboubacar Lô,56,300000,"CB,RB",CB,Senegal,22,183,76,267,FC Metz,1000,600000,SUB,2024,15,2019,-,Right,2,2,1,-,-,-,Medium,Medium,54,32,33,36,59,53
M. Andersen,Marcus Andersen,56,300000,GK,GK,Norway,21,185,75,296,FK Bodø/Glimt,500,578000,RES,2023,25,2019,-,Right,3,1,1,-,-,-,Medium,Medium,56,54,56,56,20,54
C. Erciyas,Cagan Kayra Erciyas,56,325000,"CB,RB",CB,Turkey,19,178,75,269,Aytemiz Alanyaspor,2000,853000,RES,2026,39,2020,-,Right,2,2,1,-,-,-,Low,Medium,58,29,34,37,60,51
P. Cherrie,Peter Cherrie,56,15000,GK,GK,Scotland,38,188,76,295,Dundalk FC,500,23000,SUB,2022,14,2021,-,Left,2,1,1,-,-,-,Medium,Medium,56,56,55,54,22,52
K. Ferguson,Kyle Ferguson,56,300000,CB,CB,Scotland,22,195,80,290,Harrogate Town,1000,585000,RES,2023,24,2022,-,Right,2,2,1,-,-,-,Medium,High,53,29,40,46,54,68
S. Faraj,Samy Faraj,56,350000,CM,CAM,Algeria,20,178,64,321,FC Sochaux-Montbéliard,1000,831000,RES,2024,23,2020,-,Right,3,2,1,-,-,-,Medium,Medium,69,46,56,60,42,48
J. Brown,Jordan Brown,56,300000,"CDM,CM,RB",CB,England,21,181,72,314,Leyton Orient,2000,585000,RES,2023,12,2022,-,Right,3,2,1,-,-,-,Medium,High,63,31,44,54,56,66
D. Croitoru,David Croitoru,56,350000,"CAM,ST,CM",LM,Romania,18,177,68,306,FC U Craiova 1948,800,691000,SUB,2023,21,2022,-,Left,2,2,1,-,-,-,Medium,Low,77,48,51,56,30,44
Y. Al Qarni,Yahya Al Qarni,56,300000,CDM,CDM,Saudi Arabia,23,167,57,310,Al Batin,2000,555000,SUB,2024,17,2022,-,Right,4,3,1,-,-,-,Medium,Medium,62,39,54,53,53,49
J. Knowles,Joe Knowles,56,160000,ST,ST,England,25,182,79,287,Brisbane Roar,1000,200000,SUB,2023,28,2022,-,Right,3,2,1,-,-,-,High,Low,63,55,36,55,23,55
Y. Massolin,Yanis Massolin,56,350000,"LM,CM",CB,France,19,197,78,327,Clermont Foot 63,2000,919000,RES,2025,97,2022,-,Left,3,2,1,-,-,-,Medium,Medium,56,40,59,55,56,61
R. El Khamali,Rayane El Khamali,56,325000,"CAM,CM",CAM,France,20,183,68,297,Dijon FCO,1000,634000,RES,2025,15,2022,-,Right,2,2,1,-,-,-,Medium,Medium,72,46,53,61,28,37
W. Mannion,Will Mannion,56,240000,GK,GK,England,24,186,74,312,Cambridge United,900,468000,SUB,2024,25,2021,-,Right,2,1,1,-,-,-,Medium,Medium,56,54,53,56,37,56
N. Suman,Nick Suman,56,150000,GK,GK,Australia,22,197,87,298,Macarthur FC,550,199000,SUB,2023,1,2020,-,Left,3,1,1,-,-,-,Medium,Medium,57,57,54,54,21,55
L. Ravenhill,Liam Ravenhill,56,325000,CDM,CDM,Northern Ireland,19,174,71,318,Doncaster Rovers,2000,772000,SUB,2023,27,2020,-,Right,4,2,1,-,-,-,Medium,Medium,64,38,50,56,52,58
A. Al Ayeri,Abdulmalek Al Ayeri,56,350000,"CDM,CM",RWB,Saudi Arabia,18,175,70,341,Al Taawoun,1000,796000,SUB,2024,15,2021,-,Right,3,2,1,-,-,-,Medium,Medium,81,36,51,58,52,63
S. Blum,Shawn Blum,56,350000,ST,ST,Germany,19,180,77,311,1. FC Nürnberg,1000,779000,RES,2025,25,2022,-,Right,4,2,1,-,-,-,Medium,Medium,74,55,45,61,24,52
Y. Al Najai,Yahya Al Najai,56,275000,LM,RM,Saudi Arabia,23,174,69,310,Al Wehda,4000,509000,RES,2025,67,2021,-,Right,3,2,1,-,-,-,Medium,Medium,73,52,50,57,26,52
M. Nocita,Matthew Nocita,56,300000,CB,CB,United States,22,203,93,291,New York Red Bulls,1000,510000,SUB,2022,3,2022,-,Right,3,2,1,-,-,-,Medium,High,65,26,40,38,56,66
Lee Young Joon,Young Joon Lee,56,400000,"ST,CAM",ST,Korea Republic,19,190,83,301,Suwon FC,850,900000,SUB,2022,99,2021,-,Right,3,2,1,-,-,-,High,Medium,63,54,44,53,19,68
A. Makki,Ali Makki,56,275000,CB,CB,Saudi Arabia,23,179,75,273,Al Wehda,3000,509000,SUB,2023,2,2020,-,Right,3,2,1,-,-,-,Medium,Medium,50,23,43,39,56,62
D. Gjengaar,Dennis Gjengaar,56,350000,RB,RB,Norway,18,177,75,333,Odds BK,500,656000,SUB,2024,24,2022,-,Right,3,2,1,-,-,-,Medium,Medium,79,45,44,57,48,60
I. Sauter,Ilan Sauter,56,325000,"CB,LB",CB,Switzerland,21,183,79,330,FC Zürich,2000,691000,RES,2023,35,2018,-,Left,5,2,1,-,-,-,Medium,High,76,38,46,49,54,67
J. Makengo,Jordy Makengo,56,325000,CB,CB,France,20,190,76,287,SC Freiburg II,550,674000,SUB,2025,4,2021,-,Right,3,2,1,-,-,-,Medium,Medium,72,20,35,41,56,63
R. Richards,Rico Richards,56,400000,"LW,RW,CAM",CAM,England,18,178,68,298,West Bromwich Albion,2000,1200000,RES,2023,32,2020,-,Left,3,2,1,-,-,-,Medium,Medium,68,49,51,59,26,45
Yan Zhiyu,Zhiyu Yan,56,130000,LB,LB,China PR,29,170,63,289,Changchun Yatai FC,2000,202000,SUB,2025,24,2018,-,Left,2,2,1,-,-,-,Medium,Medium,72,28,34,49,57,49
V. Bezerra,Victor Bezerra,56,325000,"ST,LW",ST,United States,22,183,79,286,Chicago Fire Football Club,1000,536000,RES,2024,33,2021,-,Right,4,3,1,-,-,-,High,Medium,63,59,40,52,18,54
D. Knappe,Davino Knappe,56,350000,LM,CAM,Germany,19,180,70,303,SC Freiburg II,500,578000,RES,2024,14,2022,-,Right,3,2,1,-,-,-,Medium,Medium,69,51,51,59,25,48
T. Ouma,Timothy Noor Ouma,56,350000,CAM,RM,Kenya,18,183,75,327,IF Elfsborg,500,656000,RES,2026,16,2022,-,Right,2,2,1,-,-,-,Medium,Medium,73,45,55,55,38,61
G. Molin,Gustav Molin,56,300000,GK,GK,Sweden,19,199,87,296,GIF Sundsvall,500,563000,SUB,2022,34,2021,-,Right,2,1,1,-,-,-,Medium,Medium,55,54,52,59,23,53
J. López,Joaquín López,56,275000,"LB,CB",CB,Chile,23,180,73,297,CD Everton de Viña del Mar,650,426000,SUB,2022,28,2019,-,Left,2,2,1,-,-,-,Medium,Medium,64,28,38,46,58,63
J. Silva,Jeremy Silva,56,210000,CAM,CAM,Chile,21,166,68,292,Unión Española,750,299000,RES,2023,34,2020,-,Left,3,2,1,-,-,-,Medium,Medium,66,45,54,60,35,32
A. Stan,Antonio Stan,56,325000,"LM,RM,LWB",RM,Romania,21,176,68,311,FC Voluntari,2000,504000,SUB,2023,99,2021,-,Right,3,2,1,-,-,-,Medium,Medium,72,52,51,57,32,47
F. Stople,Frank Stople,56,300000,GK,GK,Norway,20,186,75,311,FK Haugesund,500,563000,SUB,2024,32,2018,-,Right,2,1,1,-,-,-,Medium,Medium,57,57,55,59,28,55
A. Nuñez,Alan Nuñez,56,425000,RB,RB,Paraguay,17,176,66,296,Club Cerro Porteño,500,1400000,RES,2023,35,2022,-,Right,3,2,1,-,-,-,Medium,Medium,67,26,47,52,54,50
M. Sangare,Mohammed Sangare,56,275000,"CM,LB",CB,Liberia,23,191,83,346,Accrington Stanley,950,536000,SUB,2024,15,2022,-,Left,3,2,1,-,-,-,Medium,Medium,62,49,54,58,54,69
E. Koyuncu,Efe Arda Koyuncu,56,325000,CB,CB,Turkey,16,180,75,275,İstanbul Başakşehir FK,500,853000,SUB,2025,41,2022,-,Right,3,2,1,-,-,-,Medium,Medium,53,32,35,40,57,58
V. Egeli,Vetle Walle Egeli,56,350000,"LB,CDM",RM,Norway,18,175,70,323,Sandefjord Fotball,500,656000,RES,2024,25,2021,-,Right,2,2,1,-,-,-,Medium,Medium,64,47,53,59,51,49
A. Păun,Aurelian Păun,56,300000,GK,GK,Romania,21,181,75,308,Universitatea Cluj,550,593000,RES,2024,1,2022,-,Right,2,1,1,-,-,-,Medium,Medium,58,52,56,58,28,56
C. Turner,Cole Turner,56,300000,"CDM,CB",CB,United States,20,188,79,328,Philadelphia Union,900,510000,SUB,2026,13,2020,-,Right,3,2,1,-,-,-,Medium,High,68,38,47,55,54,66
E. Vanspaul,Edwin Sydney Vanspaul,56,120000,"CDM,RB",RWB,India,29,170,68,331,Chennaiyin FC,500,162000,SUB,2023,8,2019,-,Right,2,2,1,-,-,-,Medium,Medium,72,34,51,53,51,70
H. Narzary,Halicharan Narzary,56,140000,LW,LW,India,28,179,66,327,Hyderabad FC,500,189000,LW,2023,19,2020,-,Left,3,2,1,-,-,-,High,Medium,77,52,48,57,34,59
B. Faulkner,Bobby Faulkner,56,300000,CB,CB,England,17,180,70,282,Doncaster Rovers,500,713000,RES,2024,28,2021,-,Right,2,2,1,-,-,-,Medium,Medium,65,27,32,40,55,63
E. Kratzer,Elias Kratzer,56,300000,"RB,RM",RB,Germany,22,178,66,295,SpVgg Greuther Fürth,1000,540000,RES,2023,29,2021,-,Right,3,2,1,-,-,-,Medium,Low,62,36,43,48,54,52
J. Singh,Jackichand Singh,56,140000,RM,RW,India,30,163,60,318,Mumbai City FC,600,189000,SUB,2023,20,2021,-,Right,4,2,1,-,-,-,High,Medium,83,53,48,58,21,55
A. Abou,Ayoub Abou,56,275000,"CM,RM",CAM,Morocco,24,176,65,314,SPAL,650,481000,RES,2023,98,2021,-,Right,3,2,1,-,-,-,Medium,Medium,61,46,52,56,46,53
A. Stankovic,Aleksandar Stankovic,56,140000,GK,GK,Denmark,27,187,83,323,Randers FC,2000,186000,SUB,2022,25,2022,-,Right,3,1,1,-,-,-,Medium,Medium,57,56,53,58,45,54
Y. López,Yordi López,56,350000,CM,CAM,Uruguay,20,171,68,307,Liverpool Fútbol Club,500,971000,SUB,2024,27,2020,-,Right,3,2,1,-,-,-,Medium,Medium,59,46,57,59,40,46
A. Pavlesic,Adam Pavlesic,56,300000,GK,GK,Australia,19,189,87,313,Sydney FC,500,563000,SUB,2024,30,2020,-,Right,2,1,1,-,-,-,Medium,Medium,56,57,53,59,30,58
M. Nelson,Michael Nelson,56,140000,GK,GK,United States,27,194,85,307,Houston Dynamo,1000,214000,SUB,2022,26,2018,-,Right,3,1,1,-,-,-,Medium,Medium,55,57,56,57,26,56
R. Jesuraj,Romario Jesuraj,56,170000,RM,RM,India,25,170,67,309,Chennaiyin FC,500,242000,RM,2026,16,2022,-,Right,3,2,1,-,-,-,High,Medium,71,46,52,56,27,57
F. Mihaljević,Filip Mihaljević,56,140000,ST,ST,Croatia,30,179,76,301,Finn Harps,500,217000,LM,2022,33,2022,-,Right,3,2,1,-,-,-,High,High,60,58,39,56,22,66
R. Norheim,Runar Norheim,56,375000,"CAM,CF",CAM,Norway,17,175,65,314,Tromsø IL,500,844000,SUB,2024,23,2020,-,Right,3,2,1,-,-,-,Medium,Medium,63,48,53,58,46,46
C. Mizell,Cody Mizell,56,110000,GK,GK,United States,30,185,85,300,New York City FC,1000,173000,SUB,2022,25,2021,-,Right,2,1,1,-,-,-,Medium,Medium,56,51,60,58,21,54
Huang Ruifeng,Ruifeng Huang,56,300000,"RWB,LWB",RWB,China PR,22,180,67,321,Shenzhen FC,2000,525000,RWB,2023,30,2020,-,Right,3,2,1,-,-,-,Medium,Medium,71,35,49,57,49,60
Huang Jiahui,Jiahui Huang,56,300000,"CDM,CB,CM",CDM,China PR,21,183,74,320,Dalian Professional Football Club,1000,525000,CDM,2023,14,2019,-,Right,3,2,1,-,-,-,Medium,Medium,69,35,45,56,55,60
J. Quispe,Joel Quispe,56,325000,LB,LB,Peru,18,175,74,326,Club Sporting Cristal,500,902000,SUB,2025,34,2022,-,Left,2,2,1,-,-,-,Medium,Medium,68,43,52,54,52,57
Li Guangwen,Guangwen Li,56,120000,"CM,CDM",CDM,China PR,31,175,74,330,Changchun Yatai FC,2000,186000,SUB,2022,32,2012,-,Right,3,2,1,-,-,-,Medium,Medium,59,41,52,57,57,64
A. Schulz,Arne Schulz,56,325000,GK,GK,Germany,19,190,80,300,DSC Arminia Bielefeld,900,723000,SUB,2024,35,2021,-,Right,3,1,1,-,-,-,Medium,Medium,51,54,55,62,26,52
Z. Emmerson,Zak Emmerson,56,350000,"CF,ST",CF,England,17,180,70,296,Blackpool,500,866000,SUB,2025,27,2022,-,Right,3,2,1,-,-,-,Medium,Medium,71,53,47,58,22,45
A. Al Ghamdi,Ahmed Al Ghamdi,56,350000,"LM,CM,RM",CAM,Saudi Arabia,20,178,69,329,Ettifaq FC,3000,648000,SUB,2024,15,2020,-,Right,4,2,1,-,-,-,Medium,Medium,72,47,51,59,41,59
G. Martins,Glan Martins,56,140000,"CDM,CM",CM,India,28,180,70,343,FC Goa,500,200000,CDM,2024,25,2021,-,Right,4,2,1,-,-,-,Medium,Medium,69,48,54,56,49,67
F. Abiuso,Fabio Abiuso,56,350000,ST,ST,Italy,19,185,78,283,Modena,500,613000,RES,2024,70,2020,-,Right,3,3,1,-,-,-,Medium,Medium,60,57,40,52,19,55
L. Heeney,Luke Heeney,56,200000,"CM,CDM,RB",CAM,Republic of Ireland,23,175,70,340,Drogheda United,500,325000,SUB,2022,21,2019,-,Right,3,2,1,-,-,-,Medium,High,62,50,52,58,52,66
H. Al Ghamdi,Hazzaa Al Ghamdi,56,325000,"LM,CAM",CAM,Saudi Arabia,21,178,67,305,Al Wehda,3000,601000,RES,2025,90,2020,-,Right,4,2,1,-,-,-,Medium,Medium,68,51,51,58,26,51
N. Das,Narayan Das,56,120000,"CB,LB",CB,India,28,180,70,317,Chennaiyin FC,500,162000,LB,2023,21,2021,-,Left,2,2,1,-,-,-,Medium,Medium,72,26,42,52,57,68
O. Ågren,Oskar Ågren,56,275000,CB,CB,Sweden,23,191,82,285,San Jose Earthquakes,1000,468000,SUB,2023,23,2022,-,Right,2,2,1,-,-,-,Low,Medium,50,29,46,44,56,60
Long Wei,Wei Long,55,140000,"CB,LWB",CDM,China PR,27,182,70,304,Zhejiang Professional FC,2000,228000,SUB,2022,17,2020,-,Right,2,2,1,-,-,-,Medium,High,54,31,48,53,53,65
M. Letkiewicz,Mateusz Letkiewicz,55,250000,CB,CB,Poland,18,184,75,297,Miedź Legnica,500,388000,RES,2024,28,2022,-,Right,2,2,1,-,-,-,Medium,Medium,61,28,43,51,55,59
O. Óskarsson,Orri Óskarsson,55,400000,ST,ST,Iceland,17,188,76,305,F.C. København,700,920000,RES,2025,18,2022,-,Right,3,2,1,-,-,-,Medium,Medium,70,55,43,53,25,59
T. McGill,Tom McGill,55,275000,GK,GK,England,22,185,80,298,Brighton & Hove Albion,5000,578000,RES,2023,38,2018,-,Right,2,1,1,-,-,-,Medium,Medium,56,54,59,57,19,53
L. Mendy,Laurent Jacques Mendy,55,300000,CM,CAM,Senegal,20,183,75,320,Sarpsborg 08 FF,600,563000,RES,2024,19,2020,-,Right,2,2,1,-,-,-,Medium,Medium,62,46,52,57,51,52
V. Murthy,Vignesh Murthy,55,240000,"LB,LM",LB,India,24,181,73,315,Mumbai City FC,500,372000,SUB,2025,23,2018,-,Left,3,2,1,-,-,-,High,Medium,73,38,47,52,49,56
K. Corbett,Kai Corbett,55,300000,ST,ST,England,19,182,72,299,Peterborough United,1000,713000,RES,2025,35,2021,-,Right,2,2,1,-,-,-,High,Medium,75,56,41,53,21,53
O. Bouda,Ousseni Bouda,55,300000,"LM,RM",CAM,Burkina Faso,22,180,79,300,San Jose Earthquakes,1000,510000,SUB,2023,25,2022,-,Right,3,2,1,-,-,-,High,Low,73,49,50,59,20,49
S. Robertson,Sean Robertson,55,300000,"RW,RWB",RM,England,21,175,68,321,Forest Green Rovers,1000,585000,SUB,2024,19,2022,-,Right,3,3,1,-,-,-,Medium,High,79,49,51,55,42,45
Sun Zheng'ao,Zheng'ao Sun,55,130000,CB,CB,China PR,28,183,67,270,Zhejiang Professional FC,2000,211000,SUB,2027,4,2015,-,Right,3,2,1,-,-,-,Low,Medium,51,29,41,35,55,59
S. Wangjam,Suresh Wangjam,55,275000,"CM,CDM",CDM,India,21,166,65,335,Bengaluru FC,500,426000,CM,2024,8,2019,-,Right,3,2,1,-,-,-,Medium,Medium,78,34,51,55,49,68
M. Viltard,Malcolm Viltard,55,300000,"CM,CDM",CDM,France,19,176,68,326,FC Sochaux-Montbéliard,700,713000,SUB,2024,24,2021,-,Right,3,2,1,-,-,-,Medium,Medium,62,38,51,55,58,62
L. Pöhls,Leon Pöhls,55,140000,GK,GK,Germany,25,186,80,311,Shamrock Rovers,500,228000,SUB,2022,25,2019,-,Right,2,1,1,-,-,-,Medium,Medium,56,57,56,56,34,52
M. Berg,Moritz Berg,55,300000,CM,CAM,Germany,18,174,70,317,SK Austria Klagenfurt,650,623000,RES,2024,18,2022,-,Right,3,2,1,-,-,-,Medium,Medium,62,46,53,56,51,49
J. Jones,Jacob Jones,55,275000,LWB,LWB,Wales,20,178,71,327,Forest Green Rovers,1000,536000,SUB,2023,16,2022,-,Left,3,2,1,-,-,-,High,High,73,40,46,52,49,67
